StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65,QID1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q30,Q29,Q28,C1,C3,C4,C14,C16,C25,C26,C28,A5,A8,A17,A19,A31,A32,B10,B11,B21,B22,B34,B35,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q67,Q68,Q69,Q70,Q71,Q63,Q64,Q54,Q65,Q64,Q63,Q62,Q80,Q83,Q82,Q81,Q66,Q68,Q78,Q71,Q77,Q74,Q69,Q70,Q67
2021-11-02 18:54:53,2021-11-02 19:07:31,IP Address,174.242.137.221,100,758,True,2021-11-02 19:07:31,R_pKplU7MVcgsflhT,,,,,41.7041015625,-72.6790008544921875,anonymous,EN,Accept,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Sometimes (A few times a month),Often (Once a week),Often (Once a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Rarely (Once a month or less),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Very often (A few times a week),Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,Not in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Full-time,"Science, Technology, Engineering & Mathematics","More than 500 but less than 5,000 employees",On-site with the option to work remotely when desired,Systems Engineer,Non-managerial,21-29,Graduate degree,Female
2021-11-02 19:57:21,2021-11-02 20:11:44,IP Address,75.39.113.179,100,862,True,2021-11-02 20:11:45,R_r6oi4KORdoj9oid,,,,,41.4694061279296875,-81.85410308837890625,anonymous,EN,Accept,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Often (Once a week),Always (Every day),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Always (Every day),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Rarely (Once a month or less),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,NEVER in my life,Disagree,Disagree,Disagree,Disagree,Full-time,"Science, Technology, Engineering & Mathematics","More than 500 but less than 5,000 employees",On-site with the option to work remotely when needed,"Principal Project Manager ",Front-line management,50-59,Graduate degree,Male
2021-11-02 21:20:57,2021-11-02 21:27:06,IP Address,67.245.132.147,100,368,True,2021-11-02 21:27:06,R_1OlyL3u416ipj0v,,,,,40.83270263671875,-73.97119903564453125,anonymous,EN,Accept,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Rarely (Once a month or less),Always (Every day),Rarely (Once a month or less),Very often (A few times a week),Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Not in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,NEVER in my life,NEVER in my life,NEVER in my life,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Part-time,Education & Training,More than 10 but less than 500 employees,On-site with the option to work remotely when needed,Graduate Assistant,Non-managerial,21-29,Graduate degree,Female
2021-11-02 21:15:50,2021-11-02 21:35:54,IP Address,174.207.2.45,100,1203,True,2021-11-02 21:35:54,R_3Odg61PachYt16s,,,,,40.979400634765625,-81.53569793701171875,anonymous,EN,Accept,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Often (Once a week),Rarely (Once a month or less),Very often (A few times a week),Always (Every day),Often (Once a week),Very often (A few times a week),Almost never (A few times a year or less),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Rarely (Once a month or less),Very often (A few times a week),Rarely (Once a month or less),Always (Every day),Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Full-time,Hospitality & Tourism,More than 10 but less than 500 employees,On-site work only,"Bartender/server ",Front-line management,21-29,Bachelor degree,Female
2021-11-03 06:07:41,2021-11-03 06:14:22,IP Address,65.99.110.4,100,400,True,2021-11-03 06:14:22,R_2AL0HxnfUx5m6l5,,,,,38.2761993408203125,-76.63559722900390625,anonymous,EN,Accept,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Never,Almost never (A few times a year or less),Almost never (A few times a year or less),Never,Never,Never,Never,Never,Never,Sometimes (A few times a month),Never,Never,Very often (A few times a week),Almost never (A few times a year or less),Almost never (A few times a year or less),Very often (A few times a week),Always (Every day),,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Full-time,"Science, Technology, Engineering & Mathematics",More than 10 but less than 500 employees,Remote work with the option to work on-site,Junior systems engineer,Non-managerial,21-29,Bachelor degree,Male
2021-11-03 21:27:28,2021-11-03 21:41:05,IP Address,73.185.158.22,100,816,True,2021-11-03 21:41:05,R_3KUc1dzghKVbUEZ,,,,,44.985595703125,-93.2655029296875,anonymous,EN,Accept,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Almost never (A few times a year or less),Almost never (A few times a year or less),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Almost never (A few times a year or less),Very often (A few times a week),Rarely (Once a month or less),Very often (A few times a week),Almost never (A few times a year or less),Often (Once a week),Somewhat Agree,Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Full-time,Information Technology,More than 10 but less than 500 employees,Remote work only,"Software Engineer ",Non-managerial,21-29,Bachelor degree,Female
2021-11-04 07:15:33,2021-11-04 07:24:25,IP Address,169.145.42.10,100,531,True,2021-11-04 07:24:25,R_6SASuLvn2TiAngl,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Agree,Sometimes (A few times a month),Often (Once a week),Often (Once a week),Often (Once a week),Very often (A few times a week),Rarely (Once a month or less),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Almost never (A few times a year or less),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Full-time,"Science, Technology, Engineering & Mathematics","More than 50,000 employees",Remote work only,"Researcher ",Non-managerial,21-29,Graduate degree,Female
2021-11-04 11:59:50,2021-11-04 12:09:56,IP Address,75.39.113.179,100,605,True,2021-11-04 12:09:56,R_2dtfTTdU1MqioZV,,,,,41.4694061279296875,-81.85410308837890625,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Rarely (Once a month or less),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Disagree,Strongly Disagree,Agree,Strongly Disagree,Full-time,Health Science,"More than 500 but less than 5,000 employees",Remote work only,RN Case Manager,Front-line management,60 or older,Graduate degree,Female
2021-11-04 22:09:45,2021-11-04 22:18:57,IP Address,173.91.5.168,100,552,True,2021-11-04 22:18:58,R_OwHHgdZLbbOZf8J,,,,,41.56219482421875,-81.48419952392578125,anonymous,EN,Accept,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Rarely (Once a month or less),Almost never (A few times a year or less),Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Almost never (A few times a year or less),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Often (Once a week),Somewhat Agree,Agree,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,,,,,,,,,,,,,,,,,,,,,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Part-time,Human Services,"More than 10,000 but less than 50,000 employees",On-site work only,Crew member,Non-managerial,21-29,Bachelor degree,Gender Variant/Non-Conforming
2021-11-05 05:31:50,2021-11-05 05:38:53,IP Address,174.207.0.64,100,422,True,2021-11-05 05:38:53,R_3HtWWFKmPUvVQZw,,,,,41.1389007568359375,-81.8628997802734375,anonymous,EN,Accept,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Often (Once a week),Often (Once a week),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Rarely (Once a month or less),Often (Once a week),Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Agree,Agree,Agree,Agree,Part-time,Hospitality & Tourism,"More than 500 but less than 5,000 employees",On-site work only,Shift leader,Non-managerial,21-29,Bachelor degree,Female
2021-11-05 11:26:16,2021-11-05 11:35:43,IP Address,107.197.97.166,100,566,True,2021-11-05 11:35:44,R_VKfGK3BkQNFVx5f,,,,,41.8094024658203125,-88.3253021240234375,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Almost never (A few times a year or less),Sometimes (A few times a month),,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Full-time,Human Services,More than 10 but less than 500 employees,Remote work with the option to work on-site,Senior Consultant,Middle management,21-29,Graduate degree,Female
2021-11-06 14:39:02,2021-11-06 14:45:13,IP Address,107.11.151.175,100,371,True,2021-11-06 14:45:13,R_T5z923dZYpWUxI5,,,,,39.9508056640625,-82.93289947509765625,anonymous,EN,Accept,Disagree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Almost never (A few times a year or less),Almost never (A few times a year or less),Never,Almost never (A few times a year or less),Sometimes (A few times a month),Rarely (Once a month or less),Almost never (A few times a year or less),Often (Once a week),Almost never (A few times a year or less),Often (Once a week),Almost never (A few times a year or less),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Disagree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,NEVER in my life,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Full-time,Health Science,"More than 10,000 but less than 50,000 employees",On-site with the option to work remotely when needed,technical services,Non-managerial,21-29,Bachelor degree,Female
2021-11-06 22:33:08,2021-11-06 22:46:59,IP Address,68.2.195.143,100,831,True,2021-11-06 22:46:59,R_1Qi8KAhNDI7JJts,,,,,33.4683074951171875,-112.054901123046875,anonymous,EN,Accept,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Rarely (Once a month or less),Rarely (Once a month or less),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Sometimes (A few times a month),Almost never (A few times a year or less),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Often (Once a week),Never,Often (Once a week),Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Full-time,Architecture & Construction,"More than 5,000 but less than 10,000 employees",On-site work only,"HRIS Analyst, Reporting ",Non-managerial,21-29,Graduate degree,Female
